year,month,date,indicator
1957,7,Jul-57,98.84974285
1957,8,Aug-57,99.01047269
1957,9,Sep-57,98.63388602
1957,10,Oct-57,99.0916515
1957,11,Nov-57,99.11169761
1957,12,Dec-57,99.03118258
1958,1,Jan-58,99.43762611
1958,2,Feb-58,99.17750425
1958,3,Mar-58,99.00672758
1958,4,Apr-58,99.08082346
1958,5,May-58,99.03343922
1958,6,Jun-58,98.77923837
1958,7,Jul-58,99.17306169
1958,8,Aug-58,99.04348908
1958,9,Sep-58,98.63628949
1958,10,Oct-58,99.05063238
1958,11,Nov-58,98.82553113
1958,12,Dec-58,98.96499114
1959,1,Jan-59,98.90572312
1959,2,Feb-59,98.80620995
1959,3,Mar-59,99.27837476
1959,4,Apr-59,99.07450912
1959,5,May-59,98.90292215
1959,6,Jun-59,99.21204764
1959,7,Jul-59,98.87634329
1959,8,Aug-59,99.00608338
1959,9,Sep-59,98.8177643
1959,10,Oct-59,98.82918996
1959,11,Nov-59,98.76922109
1959,12,Dec-59,98.84221469
1960,1,Jan-60,98.55979256
1960,2,Feb-60,99.05659134
1960,3,Mar-60,98.80633591
1960,4,Apr-60,98.68543453
1960,5,May-60,98.68211903
1960,6,Jun-60,98.6415862
1960,7,Jul-60,98.32778938
1960,8,Aug-60,99.14128823
1960,9,Sep-60,99.08672374
1960,10,Oct-60,99.18686724
1960,11,Nov-60,99.0939476
1960,12,Dec-60,98.74885385
1961,1,Jan-61,98.96828576
1961,2,Feb-61,99.04083262
1961,3,Mar-61,99.10430431
1961,4,Apr-61,98.87429061
1961,5,May-61,98.88658744
1961,6,Jun-61,99.2065161
1961,7,Jul-61,98.90357481
1961,8,Aug-61,98.82930801
1961,9,Sep-61,98.72667684
1961,10,Oct-61,98.42751009
1961,11,Nov-61,98.61956046
1961,12,Dec-61,98.86168545
1962,1,Jan-62,99.35984305
1962,2,Feb-62,99.09669964
1962,3,Mar-62,99.0743281
1962,4,Apr-62,99.08717638
1962,5,May-62,99.05133049
1962,6,Jun-62,99.32487826
1962,7,Jul-62,99.13230302
1962,8,Aug-62,99.00453519
1962,9,Sep-62,98.85611702
1962,10,Oct-62,98.95460589
1962,11,Nov-62,98.70090846
1962,12,Dec-62,98.77846099
1963,1,Jan-63,98.83506506
1963,2,Feb-63,98.78760383
1963,3,Mar-63,98.68946794
1963,4,Apr-63,99.09605946
1963,5,May-63,98.86555441
1963,6,Jun-63,98.59762195
1963,7,Jul-63,99.23644094
1963,8,Aug-63,99.22916009
1963,9,Sep-63,98.67672664
1963,10,Oct-63,98.73983551
1963,11,Nov-63,98.90756053
1963,12,Dec-63,98.83875479
1964,1,Jan-64,98.81636058
1964,2,Feb-64,98.8917201
1964,3,Mar-64,98.55385479
1964,4,Apr-64,98.81262567
1964,5,May-64,98.54389716
1964,6,Jun-64,98.78536137
1964,7,Jul-64,98.63575609
1964,8,Aug-64,98.54439292
1964,9,Sep-64,98.41677221
1964,10,Oct-64,98.59386902
1964,11,Nov-64,98.65467132
1964,12,Dec-64,98.89745535
1965,1,Jan-65,98.64775831
1965,2,Feb-65,98.90560717
1965,3,Mar-65,98.8018179
1965,4,Apr-65,98.38261783
1965,5,May-65,98.49204976
1965,6,Jun-65,99.10799762
1965,7,Jul-65,98.67873244
1965,8,Aug-65,98.80980532
1965,9,Sep-65,98.35939144
1965,10,Oct-65,98.59968875
1965,11,Nov-65,98.81370611
1965,12,Dec-65,98.83238818
1966,1,Jan-66,98.79539573
1966,2,Feb-66,98.79533512
1966,3,Mar-66,99.2966456
1966,4,Apr-66,99.1360836
1966,5,May-66,98.81861971
1966,6,Jun-66,98.92547958
1966,7,Jul-66,99.15160513
1966,8,Aug-66,99.7812583
1966,9,Sep-66,99.47500934
1966,10,Oct-66,99.14859964
1966,11,Nov-66,99.14284999
1966,12,Dec-66,99.24968949
1967,1,Jan-67,99.41211953
1967,2,Feb-67,99.42143543
1967,3,Mar-67,99.83100816
1967,4,Apr-67,99.18068121
1967,5,May-67,99.89716491
1967,6,Jun-67,99.50041537
1967,7,Jul-67,99.20149013
1967,8,Aug-67,99.4494665
1967,9,Sep-67,99.1781245
1967,10,Oct-67,99.40846794
1967,11,Nov-67,99.77960454
1967,12,Dec-67,99.32854569
1968,1,Jan-68,99.57135868
1968,2,Feb-68,99.56437654
1968,3,Mar-68,99.68505879
1968,4,Apr-68,99.17306433
1968,5,May-68,99.23133992
1968,6,Jun-68,99.53234717
1968,7,Jul-68,99.40412688
1968,8,Aug-68,99.06547413
1968,9,Sep-68,98.76178956
1968,10,Oct-68,99.32451909
1968,11,Nov-68,99.41059697
1968,12,Dec-68,99.16403557
1969,1,Jan-69,99.48152114
1969,2,Feb-69,99.56470737
1969,3,Mar-69,99.81553249
1969,4,Apr-69,99.66121111
1969,5,May-69,99.21605026
1969,6,Jun-69,99.33878036
1969,7,Jul-69,99.66382059
1969,8,Aug-69,99.74108979
1969,9,Sep-69,99.5464983
1969,10,Oct-69,99.42221353
1969,11,Nov-69,99.69117051
1969,12,Dec-69,99.7438107
1970,1,Jan-70,100.060904
1970,2,Feb-70,100.0681069
1970,3,Mar-70,100.1464606
1970,4,Apr-70,99.7559649
1970,5,May-70,100.0567217
1970,6,Jun-70,100.1171638
1970,7,Jul-70,99.64342353
1970,8,Aug-70,99.98286533
1970,9,Sep-70,99.84252412
1970,10,Oct-70,99.8627826
1970,11,Nov-70,99.98588838
1970,12,Dec-70,99.83481272
1971,1,Jan-71,100.0618095
1971,2,Feb-71,100.5292202
1971,3,Mar-71,99.87308832
1971,4,Apr-71,99.49301293
1971,5,May-71,100.4372079
1971,6,Jun-71,99.80575804
1971,7,Jul-71,100.3074915
1971,8,Aug-71,100.0996523
1971,9,Sep-71,100.2395244
1971,10,Oct-71,99.88469787
1971,11,Nov-71,99.95413608
1971,12,Dec-71,99.41266278
1972,1,Jan-72,99.62157611
1972,2,Feb-72,100.0347225
1972,3,Mar-72,99.81725878
1972,4,Apr-72,99.70339435
1972,5,May-72,99.62054723
1972,6,Jun-72,99.92991682
1972,7,Jul-72,99.90968483
1972,8,Aug-72,99.33212664
1972,9,Sep-72,99.41211446
1972,10,Oct-72,99.74097393
1972,11,Nov-72,99.1108726
1972,12,Dec-72,99.47120779
1973,1,Jan-73,99.80491409
1973,2,Feb-73,100.4840941
1973,3,Mar-73,100.1372171
1973,4,Apr-73,100.0159571
1973,5,May-73,99.81973695
1973,6,Jun-73,99.97016509
1973,7,Jul-73,100.3712908
1973,8,Aug-73,99.41138251
1973,9,Sep-73,99.93389337
1973,10,Oct-73,100.1501718
1973,11,Nov-73,100.4537862
1973,12,Dec-73,100.4883675
1974,1,Jan-74,100.3975529
1974,2,Feb-74,100.0747276
1974,3,Mar-74,100.6183635
1974,4,Apr-74,100.2494076
1974,5,May-74,100.0011724
1974,6,Jun-74,100.1719324
1974,7,Jul-74,100.6087907
1974,8,Aug-74,100.8858278
1974,9,Sep-74,100.9416492
1974,10,Oct-74,101.8486346
1974,11,Nov-74,101.3361651
1974,12,Dec-74,100.8773939
1975,1,Jan-75,101.0861596
1975,2,Feb-75,101.6699866
1975,3,Mar-75,100.7598635
1975,4,Apr-75,100.589593
1975,5,May-75,100.3533588
1975,6,Jun-75,100.1013677
1975,7,Jul-75,100.0417841
1975,8,Aug-75,100.4221011
1975,9,Sep-75,100.1649217
1975,10,Oct-75,100.7458537
1975,11,Nov-75,100.2599586
1975,12,Dec-75,100.0419683
1976,1,Jan-76,100.0042277
1976,2,Feb-76,99.69235295
1976,3,Mar-76,100.1697915
1976,4,Apr-76,99.4283224
1976,5,May-76,100.1197643
1976,6,Jun-76,99.94390241
1976,7,Jul-76,99.76608463
1976,8,Aug-76,99.88887443
1976,9,Sep-76,99.66957586
1976,10,Oct-76,100.5115677
1976,11,Nov-76,100.4456887
1976,12,Dec-76,99.86600711
1977,1,Jan-77,100.1849827
1977,2,Feb-77,100.2800892
1977,3,Mar-77,100.5345491
1977,4,Apr-77,100.40913
1977,5,May-77,99.70388774
1977,6,Jun-77,99.59128374
1977,7,Jul-77,100.0213198
1977,8,Aug-77,100.3038469
1977,9,Sep-77,99.80305191
1977,10,Oct-77,100.1735915
1977,11,Nov-77,100.2135752
1977,12,Dec-77,100.3647662
1978,1,Jan-78,101.2078319
1978,2,Feb-78,100.510385
1978,3,Mar-78,100.7308671
1978,4,Apr-78,100.5276715
1978,5,May-78,100.2654988
1978,6,Jun-78,100.2971517
1978,7,Jul-78,100.7468572
1978,8,Aug-78,100.1537691
1978,9,Sep-78,100.2533013
1978,10,Oct-78,100.1761964
1978,11,Nov-78,100.4053274
1978,12,Dec-78,100.2554684
1979,1,Jan-79,100.0585984
1979,2,Feb-79,100.3901433
1979,3,Mar-79,100.5629164
1979,4,Apr-79,100.1537865
1979,5,May-79,100.1777563
1979,6,Jun-79,100.6312693
1979,7,Jul-79,100.1590536
1979,8,Aug-79,100.8650268
1979,9,Sep-79,100.0753273
1979,10,Oct-79,100.7030562
1979,11,Nov-79,100.6299852
1979,12,Dec-79,100.4633909
1980,1,Jan-80,100.850989
1980,2,Feb-80,100.8352466
1980,3,Mar-80,101.173971
1980,4,Apr-80,101.5748466
1980,5,May-80,101.3022583
1980,6,Jun-80,100.6968321
1980,7,Jul-80,100.9534585
1980,8,Aug-80,100.3042418
1980,9,Sep-80,100.0940097
1980,10,Oct-80,100.5086931
1980,11,Nov-80,100.4251535
1980,12,Dec-80,100.6760678
1981,1,Jan-81,100.8830937
1981,2,Feb-81,101.7120637
1981,3,Mar-81,100.8696203
1981,4,Apr-81,101.1439056
1981,5,May-81,100.7416662
1981,6,Jun-81,100.8406546
1981,7,Jul-81,101.4831861
1981,8,Aug-81,100.6851154
1981,9,Sep-81,101.0689929
1981,10,Oct-81,101.2592451
1981,11,Nov-81,101.0079027
1981,12,Dec-81,100.9398378
1982,1,Jan-82,101.0955188
1982,2,Feb-82,101.8291539
1982,3,Mar-82,101.1939612
1982,4,Apr-82,102.0622285
1982,5,May-82,101.2457439
1982,6,Jun-82,101.1360152
1982,7,Jul-82,102.5248903
1982,8,Aug-82,101.8698349
1982,9,Sep-82,101.6714189
1982,10,Oct-82,101.4957033
1982,11,Nov-82,101.5471169
1982,12,Dec-82,100.9430727
1983,1,Jan-83,101.3099031
1983,2,Feb-83,100.952418
1983,3,Mar-83,100.7914089
1983,4,Apr-83,101.2103964
1983,5,May-83,100.6600044
1983,6,Jun-83,100.6026906
1983,7,Jul-83,101.3531352
1983,8,Aug-83,100.686154
1983,9,Sep-83,100.3418598
1983,10,Oct-83,101.3778036
1983,11,Nov-83,100.4276318
1983,12,Dec-83,100.2928455
1984,1,Jan-84,100.2765973
1984,2,Feb-84,100.7296564
1984,3,Mar-84,100.6788
1984,4,Apr-84,100.2126229
1984,5,May-84,100.7673252
1984,6,Jun-84,100.7849296
1984,7,Jul-84,100.4264698
1984,8,Aug-84,100.735644
1984,9,Sep-84,100.7944916
1984,10,Oct-84,101.2433339
1984,11,Nov-84,100.446454
1984,12,Dec-84,100.6261009
1985,1,Jan-85,100.3676177
1985,2,Feb-85,100.9937349
1985,3,Mar-85,100.5326546
1985,4,Apr-85,100.7070302
1985,5,May-85,100.6239
1985,6,Jun-85,100.5340926
1985,7,Jul-85,100.79275
1985,8,Aug-85,101.0628158
1985,9,Sep-85,100.8334452
1985,10,Oct-85,101.221936
1985,11,Nov-85,100.7899704
1985,12,Dec-85,100.728527
1986,1,Jan-86,101.284978
1986,2,Feb-86,101.529402
1986,3,Mar-86,100.9203484
1986,4,Apr-86,101.2636909
1986,5,May-86,100.6236041
1986,6,Jun-86,100.839477
1986,7,Jul-86,101.279575
1986,8,Aug-86,101.0858632
1986,9,Sep-86,100.7443665
1986,10,Oct-86,100.5108242
1986,11,Nov-86,100.5787694
1986,12,Dec-86,100.5049034
1987,1,Jan-87,101.0186626
1987,2,Feb-87,101.1589089
1987,3,Mar-87,101.0484645
1987,4,Apr-87,101.0729167
1987,5,May-87,101.039602
1987,6,Jun-87,101.2377828
1987,7,Jul-87,101.4029479
1987,8,Aug-87,100.4845649
1987,9,Sep-87,100.6365687
1987,10,Oct-87,101.8238614
1987,11,Nov-87,101.6966879
1987,12,Dec-87,101.4189994
1988,1,Jan-88,101.1478142
1988,2,Feb-88,100.707561
1988,3,Mar-88,100.1377187
1988,4,Apr-88,100.3717674
1988,5,May-88,100.1232328
1988,6,Jun-88,100.2781023
1988,7,Jul-88,100.6500799
1988,8,Aug-88,100.7234735
1988,9,Sep-88,100.471504
1988,10,Oct-88,100.4962366
1988,11,Nov-88,100.3010447
1988,12,Dec-88,100.6960091
1989,1,Jan-89,100.9206967
1989,2,Feb-89,101.225746
1989,3,Mar-89,101.2999042
1989,4,Apr-89,100.618582
1989,5,May-89,100.2720343
1989,6,Jun-89,101.0064243
1989,7,Jul-89,101.0035636
1989,8,Aug-89,100.5235828
1989,9,Sep-89,100.6233873
1989,10,Oct-89,101.3209069
1989,11,Nov-89,100.8712536
1989,12,Dec-89,100.9293779
1990,1,Jan-90,101.4101323
1990,2,Feb-90,101.426373
1990,3,Mar-90,100.7113365
1990,4,Apr-90,101.3043795
1990,5,May-90,100.838959
1990,6,Jun-90,101.042571
1990,7,Jul-90,101.3042562
1990,8,Aug-90,101.3792004
1990,9,Sep-90,101.6710796
1990,10,Oct-90,101.5377049
1990,11,Nov-90,101.4449106
1990,12,Dec-90,101.3062907
1991,1,Jan-91,102.279852
1991,2,Feb-91,101.7746412
1991,3,Mar-91,100.9926937
1991,4,Apr-91,101.3148574
1991,5,May-91,100.8344736
1991,6,Jun-91,100.8664145
1991,7,Jul-91,100.9165879
1991,8,Aug-91,101.5378986
1991,9,Sep-91,101.0358606
1991,10,Oct-91,101.8071198
1991,11,Nov-91,101.7942714
1991,12,Dec-91,101.4841295
1992,1,Jan-92,101.7059886
1992,2,Feb-92,101.166246
1992,3,Mar-92,101.2064939
1992,4,Apr-92,101.0423456
1992,5,May-92,100.9673382
1992,6,Jun-92,100.7984808
1992,7,Jul-92,100.8678508
1992,8,Aug-92,101.314559
1992,9,Sep-92,101.7986927
1992,10,Oct-92,101.5845968
1992,11,Nov-92,100.9515728
1992,12,Dec-92,100.7053059
1993,1,Jan-93,101.0328044
1993,2,Feb-93,101.6765756
1993,3,Mar-93,101.1350689
1993,4,Apr-93,101.0526267
1993,5,May-93,100.6846257
1993,6,Jun-93,100.6894942
1993,7,Jul-93,100.6552885
1993,8,Aug-93,100.6637059
1993,9,Sep-93,100.1784883
1993,10,Oct-93,100.3677997
1993,11,Nov-93,100.2993928
1993,12,Dec-93,100.219961
1994,1,Jan-94,101.1624479
1994,2,Feb-94,101.3809138
1994,3,Mar-94,101.251268
1994,4,Apr-94,101.2711777
1994,5,May-94,101.3431169
1994,6,Jun-94,100.788841
1994,7,Jul-94,101.0967571
1994,8,Aug-94,100.4074677
1994,9,Sep-94,100.5168309
1994,10,Oct-94,100.9340326
1994,11,Nov-94,100.7418844
1994,12,Dec-94,101.2213208
1995,1,Jan-95,101.764498
1995,2,Feb-95,101.2105214
1995,3,Mar-95,101.1954604
1995,4,Apr-95,100.6823711
1995,5,May-95,100.7054653
1995,6,Jun-95,100.9378076
1995,7,Jul-95,100.6375004
1995,8,Aug-95,100.9326314
1995,9,Sep-95,101.0316579
1995,10,Oct-95,100.8424207
1995,11,Nov-95,101.4915666
1995,12,Dec-95,100.8806525
1996,1,Jan-96,101.6704004
1996,2,Feb-96,101.8254832
1996,3,Mar-96,101.4043168
1996,4,Apr-96,101.5987684
1996,5,May-96,101.7668992
1996,6,Jun-96,100.9671424
1996,7,Jul-96,101.6490423
1996,8,Aug-96,100.8261641
1996,9,Sep-96,101.0597772
1996,10,Oct-96,101.1003402
1996,11,Nov-96,100.722598
1996,12,Dec-96,100.8875791
1997,1,Jan-97,101.6619635
1997,2,Feb-97,102.3824521
1997,3,Mar-97,102.2194136
1997,4,Apr-97,101.8330034
1997,5,May-97,101.2406973
1997,6,Jun-97,100.9064478
1997,7,Jul-97,101.5166411
1997,8,Aug-97,101.5376623
1997,9,Sep-97,101.7867957
1997,10,Oct-97,102.4655979
1997,11,Nov-97,102.4818781
1997,12,Dec-97,102.4532038
1998,1,Jan-98,102.4894049
1998,2,Feb-98,101.6571764
1998,3,Mar-98,101.4650853
1998,4,Apr-98,101.8880344
1998,5,May-98,101.4002765
1998,6,Jun-98,100.949485
1998,7,Jul-98,101.7564641
1998,8,Aug-98,102.1227119
1998,9,Sep-98,102.2501327
1998,10,Oct-98,102.473696
1998,11,Nov-98,101.6423455
1998,12,Dec-98,101.4328429
1999,1,Jan-99,101.6381306
1999,2,Feb-99,101.9592932
1999,3,Mar-99,101.5265851
1999,4,Apr-99,101.4354161
1999,5,May-99,101.1512711
1999,6,Jun-99,101.5055633
1999,7,Jul-99,101.2923696
1999,8,Aug-99,101.8723499
1999,9,Sep-99,100.8700101
1999,10,Oct-99,101.9222546
1999,11,Nov-99,101.619782
1999,12,Dec-99,101.1697926
2.00E+03,1,Jan-00,101.5964897
2.00E+03,2,Feb-00,101.7601968
2.00E+03,3,Mar-00,101.2569127
2.00E+03,4,Apr-00,101.7176669
2.00E+03,5,May-00,101.2809027
2.00E+03,6,Jun-00,100.9617386
2.00E+03,7,Jul-00,100.77017
2.00E+03,8,Aug-00,100.4469304
2.00E+03,9,Sep-00,101.2148096
2.00E+03,10,Oct-00,101.0089371
2.00E+03,11,Nov-00,101.3116223
2.00E+03,12,Dec-00,101.7436587
2001,1,Jan-01,101.9063304
2001,2,Feb-01,102.0595799
2001,3,Mar-01,102.5103692
2001,4,Apr-01,102.2574489
2001,5,May-01,101.593534
2001,6,Jun-01,101.3576141
2001,7,Jul-01,102.2686681
2001,8,Aug-01,101.9983712
2001,9,Sep-01,102.362993
2001,10,Oct-01,103.468719
2001,11,Nov-01,102.4295925
2001,12,Dec-01,101.659862
2002,1,Jan-02,102.4854906
2002,2,Feb-02,102.4232319
2002,3,Mar-02,101.5979739
2002,4,Apr-02,102.4184237
2002,5,May-02,101.3796521
2002,6,Jun-02,102.0904566
2002,7,Jul-02,102.8309295
2002,8,Aug-02,102.7883207
2002,9,Sep-02,102.0306331
2002,10,Oct-02,102.3214679
2002,11,Nov-02,101.7831738
2002,12,Dec-02,101.7920285
2003,1,Jan-03,102.5987661
2003,2,Feb-03,102.5880944
2003,3,Mar-03,102.1318229
2003,4,Apr-03,102.2290306
2003,5,May-03,102.402179
2003,6,Jun-03,101.5248916
2003,7,Jul-03,102.2165122
2003,8,Aug-03,101.7503061
2003,9,Sep-03,101.7152233
2003,10,Oct-03,101.3147122
2003,11,Nov-03,101.6256277
2003,12,Dec-03,101.3296438
2004,1,Jan-04,100.88097
2004,2,Feb-04,101.6800362
2004,3,Mar-04,101.0855477
2004,4,Apr-04,101.1205633
2004,5,May-04,100.97115
2004,6,Jun-04,100.6337422
2004,7,Jul-04,100.7356677
2004,8,Aug-04,101.2907805
2004,9,Sep-04,100.8483805
2004,10,Oct-04,101.0439399
2004,11,Nov-04,101.0620399
2004,12,Dec-04,100.5902434
2005,1,Jan-05,100.7940244
2005,2,Feb-05,101.1618275
2005,3,Mar-05,100.6292307
2005,4,Apr-05,101.1572668
2005,5,May-05,100.7346583
2005,6,Jun-05,100.6517962
2005,7,Jul-05,100.462719
2005,8,Aug-05,100.8211254
2005,9,Sep-05,100.620997
2005,10,Oct-05,100.6148176
2005,11,Nov-05,100.5539911
2005,12,Dec-05,100.2751346
2006,1,Jan-06,100.487861
2006,2,Feb-06,100.6280926
2006,3,Mar-06,100.802816
2006,4,Apr-06,100.6921276
2006,5,May-06,101.4222182
2006,6,Jun-06,100.4618681
2006,7,Jul-06,100.6313716
2006,8,Aug-06,101.3232478
2006,9,Sep-06,100.9085974
2006,10,Oct-06,100.8997162
2006,11,Nov-06,100.7754937
2006,12,Dec-06,100.6419395
2007,1,Jan-07,101.0415032
2007,2,Feb-07,101.2786097
2007,3,Mar-07,100.9473164
2007,4,Apr-07,100.7537608
2007,5,May-07,101.1618521
2007,6,Jun-07,100.8754425
2007,7,Jul-07,101.4377726
2007,8,Aug-07,102.1174949
2007,9,Sep-07,100.9908458
2007,10,Oct-07,101.1595249
2007,11,Nov-07,101.6245804
2007,12,Dec-07,101.1748747
2008,1,Jan-08,101.5172208
2008,2,Feb-08,101.3394359
2008,3,Mar-08,102.1689504
2008,4,Apr-08,101.5685801
2008,5,May-08,101.2643777
2008,6,Jun-08,101.33055
2008,7,Jul-08,101.4600693
2008,8,Aug-08,101.2970064
2008,9,Sep-08,104.6893043
2008,10,Oct-08,105.890542
2008,11,Nov-08,103.7870967
2008,12,Dec-08,103.2235297
2009,1,Jan-09,103.9399108
2009,2,Feb-09,103.5108001
2009,3,Mar-09,102.9297375
2009,4,Apr-09,102.015456
2009,5,May-09,101.6435743
2009,6,Jun-09,100.7604046
2009,7,Jul-09,101.266983
2009,8,Aug-09,101.2270661
2009,9,Sep-09,101.0421936
2009,10,Oct-09,101.1763664
2009,11,Nov-09,101.5532932
2009,12,Dec-09,101.316711
2010,1,Jan-10,101.8589483
2010,2,Feb-10,102.1021198
2010,3,Mar-10,101.3577725
2010,4,Apr-10,101.2771241
2010,5,May-10,102.0156966
2010,6,Jun-10,101.2615177
2010,7,Jul-10,101.0435939
2010,8,Aug-10,101.4132176
2010,9,Sep-10,100.4601903
2010,10,Oct-10,100.4152104
2010,11,Nov-10,100.7457785
2010,12,Dec-10,99.72926002
2011,1,Jan-11,100.2391558
2011,2,Feb-11,100.4481959
2011,3,Mar-11,100.4994939
2011,4,Apr-11,100.8457905
2011,5,May-11,101.0211883
2011,6,Jun-11,101.2642812
2011,7,Jul-11,103.0427902
2011,8,Aug-11,102.9401672
2011,9,Sep-11,101.2603838
2011,10,Oct-11,100.8224288
2011,11,Nov-11,101.0744011
2011,12,Dec-11,100.3062782
2012,1,Jan-12,100.542073
2012,2,Feb-12,100.4026244
2012,3,Mar-12,99.92398293
2012,4,Apr-12,100.131696
2012,5,May-12,100.7919055
2012,6,Jun-12,100.6211294
2012,7,Jul-12,100.3314849
2012,8,Aug-12,99.7314587
2012,9,Sep-12,99.77878793
2012,10,Oct-12,100.3051507
2012,11,Nov-12,100.0452041
2012,12,Dec-12,99.89004408
2013,1,Jan-13,100.6296239
2013,2,Feb-13,100.0357355
2013,3,Mar-13,99.85783617
2013,4,Apr-13,100.0904228
2013,5,May-13,100.197243
2013,6,Jun-13,99.61921777
2013,7,Jul-13,99.83607904
2013,8,Aug-13,100.3921945
2013,9,Sep-13,100.51452
2013,10,Oct-13,101.0698269
2013,11,Nov-13,99.84774112
2013,12,Dec-13,99.87490109
2014,1,Jan-14,99.69650611
2014,2,Feb-14,100.2829673
2014,3,Mar-14,99.87175572
2014,4,Apr-14,100.2465734
2014,5,May-14,100.3500961
2014,6,Jun-14,100.0401531
2014,7,Jul-14,100.4091263
2014,8,Aug-14,100.0523728
2014,9,Sep-14,100.0333329
2014,10,Oct-14,100.3431973
2014,11,Nov-14,100.1420376
2014,12,Dec-14,99.54257005
2015,1,Jan-15,99.79785554
2015,2,Feb-15,99.80677612
2015,3,Mar-15,100.1170934
2015,4,Apr-15,100.0363749
2015,5,May-15,100.4068484
2015,6,Jun-15,100.0614504
2015,7,Jul-15,100.996481
2015,8,Aug-15,100.5042694
2015,9,Sep-15,100.4605205
2015,10,Oct-15,100.0232112
2015,11,Nov-15,99.96774522
2015,12,Dec-15,100.1301473
2016,1,Jan-16,100.3794805
2016,2,Feb-16,100.6097152
2016,3,Mar-16,99.90582073
2016,4,Apr-16,100.2062821
2016,5,May-16,100.424888
2016,6,Jun-16,100.178712
2016,7,Jul-16,100.035594
2016,8,Aug-16,100.2627577
2016,9,Sep-16,100.2051172
2016,10,Oct-16,100.2936475
2016,11,Nov-16,99.89615231
2016,12,Dec-16,100.708578
